Original_Text,Cleaned_Text,Label
"Hi Support, Do you offer a discount for non-profits? Including hot floor up.",Do you offer a discount for non-profits?,Information
"Hi Support, How do I install the latest patch on Windows 11? Race activity until past ok form.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Federal official force political dream.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Can you send me the invoice for transaction #99283? Degree newspaper recognize listen each act trip remember.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I cannot log into my account even after resetting the password. Brother little word which I short.",I cannot log into my account even after resetting the password.,Request
"Hi Support, My profile picture is not updating. Hospital response single health thousand second often.",My profile picture is not updating.,Problem
"Hi Support, I requested a refund 5 days ago, where is it? Put else reflect edge worker.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Run window best score exist protect structure.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My profile picture is not updating. Industry color brother understand themselves push interest.",My profile picture is not updating.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Thank others ok save one way off.",I cannot log into my account even after resetting the password.,Request
"Hi Support, I want to permanently delete my account and data. Station about sure small anything network firm list.",I want to permanently delete my account and data.,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. But station inside buy several break also.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, My profile picture is not updating. Raise cost get laugh deep service.",My profile picture is not updating.,Problem
"Hi Support, Do you offer a discount for non-profits? Begin result recognize other think finally enjoy.",Do you offer a discount for non-profits?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Sport president mouth partner fish building would contain.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Where is your headquarters located? Little investment walk feel baby.",Where is your headquarters located?,Information
"Hi Support, Do you offer a discount for non-profits? Describe crime some wife.",Do you offer a discount for non-profits?,Information
"Hi Support, My data hasn't synced to the cloud for 24 hours. Sound possible action order guess prove.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Move production turn system wind financial particularly chair.",I cannot log into my account even after resetting the password.,Request
"Hi Support, My profile picture is not updating. Order certainly report environmental.",My profile picture is not updating.,Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Federal could question information think.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Difference few his memory style itself around store.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, I received a login alert from a device in Russia, which wasn't me. Rule score throw least.","I received a login alert from a device in Russia, which wasn't me.",Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Work learn girl.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, I received a suspicious email claiming to be support. Evening radio service.",I received a suspicious email claiming to be support.,Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Letter despite hour as.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, Can you send me the invoice for transaction #99283? Eat during five fast.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I have been trying to update my payment method but it keeps failing. Ready article provide officer cost present.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Summer themselves college smile total marriage choose.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Whose box maybe image local couple high.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I lost my phone and cannot pass the 2FA check. Information great skin within economic.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, I cannot log into my account even after resetting the password. None admit idea head reduce people develop.",I cannot log into my account even after resetting the password.,Request
"Hi Support, How does the team pricing tier work? Human popular other worry face.",How does the team pricing tier work?,Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Security first can while.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Do you offer a discount for non-profits? Order reduce bank produce.",Do you offer a discount for non-profits?,Information
"Hi Support, I lost my phone and cannot pass the 2FA check. Wonder marriage surface manage skin personal.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, I cannot log into my account even after resetting the password. Assume assume stand collection.",I cannot log into my account even after resetting the password.,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Case financial night paper public purpose media.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I want to permanently delete my account and data. Dark business happy central.",I want to permanently delete my account and data.,Request
"Hi Support, How does the team pricing tier work? Shake future sure method drive music decision.",How does the team pricing tier work?,Information
"Hi Support, Is there a roadmap for new features this year? Movement maintain article Congress guess step.",Is there a roadmap for new features this year?,Information
"Hi Support, I noticed a double charge on my statement for last month. Foot sure upon offer tax safe approach address.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I requested a refund 5 days ago, where is it? Across continue local lead miss.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, How do I install the latest patch on Windows 11? Anything fish idea.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I am not receiving the password reset email. Mission personal magazine offer sometimes chair maintain employee.",I am not receiving the password reset email.,Request
"Hi Support, What are your support operating hours? At baby federal unit husband.",What are your support operating hours?,Information
"Hi Support, Do you offer a discount for non-profits? Author somebody follow drive quite young far.",Do you offer a discount for non-profits?,Information
"Hi Support, My profile picture is not updating. Green personal go window.",My profile picture is not updating.,Problem
"Hi Support, Please help me change the email address associated with my account. Too they just memory writer first.",Please help me change the email address associated with my account.,Request
"Hi Support, I am not receiving the password reset email. Its raise hospital ball against finally.",I am not receiving the password reset email.,Request
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Color hotel agree.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, Where is your headquarters located? As service us himself.",Where is your headquarters located?,Information
"Hi Support, I cannot log into my account even after resetting the password. Create data day region from job.",I cannot log into my account even after resetting the password.,Request
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Fund all collection discuss.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. City condition agency civil perform.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, Please help me change the email address associated with my account. Our although course add.",Please help me change the email address associated with my account.,Request
"Hi Support, I want to permanently delete my account and data. Network light seat front.",I want to permanently delete my account and data.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Worker little up throughout fire woman.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Whom Mr voice family.",I cannot log into my account even after resetting the password.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Purpose start glass bar explain way never also.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Vote though seat more take believe.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, How do I install the latest patch on Windows 11? Very only home east plan doctor.",How do I install the latest patch on Windows 11?,Information
"Hi Support, What are your support operating hours? Easy new personal light fire special several.",What are your support operating hours?,Information
"Hi Support, I want to permanently delete my account and data. Sport hot have still board north.",I want to permanently delete my account and data.,Request
"Hi Support, I requested a refund 5 days ago, where is it? Serve in yet record us again entire.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I want to permanently delete my account and data. Free half hit media sit theory.",I want to permanently delete my account and data.,Request
"Hi Support, Lock my account immediately, I see transactions I didn't make. Campaign who need among weight special general.","Lock my account immediately, I see transactions I didn't make.",Problem
"Hi Support, I cannot log into my account even after resetting the password. Bed use lawyer dark view.",I cannot log into my account even after resetting the password.,Request
"Hi Support, Please help me change the email address associated with my account. Make soon sort.",Please help me change the email address associated with my account.,Request
"Hi Support, I want to permanently delete my account and data. Science TV speech.",I want to permanently delete my account and data.,Request
"Hi Support, I would like to request a demo for my team. Doctor pattern eye southern.",I would like to request a demo for my team.,Request
"Hi Support, My profile picture is not updating. Quality large reality member change.",My profile picture is not updating.,Problem
"Hi Support, What are your support operating hours? Grow from business third.",What are your support operating hours?,Information
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Deal history begin our two color goal several.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, How do I upgrade to the Enterprise plan? Care than sit couple decade.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, I cannot log into my account even after resetting the password. Allow itself add large tax your tend.",I cannot log into my account even after resetting the password.,Request
"Hi Support, I noticed a double charge on my statement for last month. Democratic road our provide.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, Can you send me the invoice for transaction #99283? Yet just owner production traditional difficult.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, How does the team pricing tier work? Guess fill great tree authority.",How does the team pricing tier work?,Information
"Hi Support, Why is my bill higher than the agreed amount? Itself project than operation issue.",Why is my bill higher than the agreed amount?,Information
"Hi Support, I received a suspicious email claiming to be support. Inside adult left if ever price pressure work.",I received a suspicious email claiming to be support.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Idea thank business agent door easy myself today.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I would like to request a demo for my team. So worry organization purpose agree when.",I would like to request a demo for my team.,Request
"Hi Support, Lock my account immediately, I see transactions I didn't make. Hope us career eat million wish under of.","Lock my account immediately, I see transactions I didn't make.",Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Drive same service.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Can you send me the invoice for transaction #99283? Factor also win himself discussion old administration build.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Himself lot hospital.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Exist member campaign capital before deep look.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, Why is my bill higher than the agreed amount? Provide maintain specific understand.",Why is my bill higher than the agreed amount?,Information
"Hi Support, I want to permanently delete my account and data. Dog marriage travel effect entire.",I want to permanently delete my account and data.,Request
"Hi Support, Is there a roadmap for new features this year? So number Congress majority answer rise air hard.",Is there a roadmap for new features this year?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Himself hope research house.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Indicate strong set.",I cannot log into my account even after resetting the password.,Request
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Side individual story work despite smile wind.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, How do I install the latest patch on Windows 11? Show Mr model represent television customer.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I noticed a double charge on my statement for last month. Nature significant price make recent.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I am not receiving the password reset email. Save I star treatment.",I am not receiving the password reset email.,Request
"Hi Support, I lost my phone and cannot pass the 2FA check. Realize success phone write go do.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, I received a suspicious email claiming to be support. Paper including common plant could soldier.",I received a suspicious email claiming to be support.,Problem
"Hi Support, I received a suspicious email claiming to be support. Beautiful reflect exist treat still industry attorney.",I received a suspicious email claiming to be support.,Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Most blue seem table million.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My profile picture is not updating. Long do return take.",My profile picture is not updating.,Problem
"Hi Support, The application crashes every time I open the settings tab. Find training quality go view.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I would like to request a demo for my team. Radio political time.",I would like to request a demo for my team.,Request
"Hi Support, I am not receiving the password reset email. Describe stop activity.",I am not receiving the password reset email.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. List director type modern drop everyone.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My profile picture is not updating. Receive administration none foreign agree film budget.",My profile picture is not updating.,Problem
"Hi Support, How do I install the latest patch on Windows 11? Happen picture dog none simple.",How do I install the latest patch on Windows 11?,Information
"Hi Support, Do you offer a discount for non-profits? Finish power know sit should song war.",Do you offer a discount for non-profits?,Information
"Hi Support, How do I install the latest patch on Windows 11? Seven cost ability computer themselves building what.",How do I install the latest patch on Windows 11?,Information
"Hi Support, My profile picture is not updating. She this hear.",My profile picture is not updating.,Problem
"Hi Support, I cannot log into my account even after resetting the password. Week agency scene like exactly consumer voice thought.",I cannot log into my account even after resetting the password.,Request
"Hi Support, Why is my bill higher than the agreed amount? These way thus glass.",Why is my bill higher than the agreed amount?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Big cause sing free last west.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Why is my bill higher than the agreed amount? Could cell sell difference responsibility fear according street.",Why is my bill higher than the agreed amount?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Degree worry study tree those analysis.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Where is your headquarters located? Walk ability control vote sort party last.",Where is your headquarters located?,Information
"Hi Support, The application crashes every time I open the settings tab. Institution performance term interesting whole beautiful design.",The application crashes every time I open the settings tab.,Problem
"Hi Support, Lock my account immediately, I see transactions I didn't make. Mention personal task total law.","Lock my account immediately, I see transactions I didn't make.",Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Decide common difference already black or.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, Why is my bill higher than the agreed amount? Senior message participant wife.",Why is my bill higher than the agreed amount?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Miss successful by.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Please help me change the email address associated with my account. Chance technology stay enjoy better spring happy.",Please help me change the email address associated with my account.,Request
"Hi Support, How do I upgrade to the Enterprise plan? Sit trade certainly teach.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, I lost my phone and cannot pass the 2FA check. War provide him this option need opportunity.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Wait sometimes capital middle class site.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Share responsibility now yard.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, Where is your headquarters located? Under billion five wear with cut.",Where is your headquarters located?,Information
"Hi Support, My data hasn't synced to the cloud for 24 hours. President finish state professor field recognize paper.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Ahead of stock respond degree marriage stuff.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, I cannot log into my account even after resetting the password. Let care special sometimes different field letter.",I cannot log into my account even after resetting the password.,Request
"Hi Support, What are your support operating hours? Test reason notice.",What are your support operating hours?,Information
"Hi Support, What are your support operating hours? Rather baby marriage eat present.",What are your support operating hours?,Information
"Hi Support, I cannot log into my account even after resetting the password. Question boy arm family environment operation serve detail.",I cannot log into my account even after resetting the password.,Request
"Hi Support, I noticed a double charge on my statement for last month. Place nearly can magazine including.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I requested a refund 5 days ago, where is it? Yes professional magazine type force before.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, The application crashes every time I open the settings tab. Floor go today kind.",The application crashes every time I open the settings tab.,Problem
"Hi Support, Please help me change the email address associated with my account. Kitchen need security notice fight.",Please help me change the email address associated with my account.,Request
"Hi Support, Lock my account immediately, I see transactions I didn't make. Structure manage charge another pay through.","Lock my account immediately, I see transactions I didn't make.",Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Marriage wind probably event brother continue provide.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, Do you offer a discount for non-profits? Nor lawyer whether behavior.",Do you offer a discount for non-profits?,Information
"Hi Support, Is there a roadmap for new features this year? Trial bed material administration despite as building agree.",Is there a roadmap for new features this year?,Information
"Hi Support, I am not receiving the password reset email. Rest brother know either focus.",I am not receiving the password reset email.,Request
"Hi Support, Is there a roadmap for new features this year? Him notice fight on large development eight.",Is there a roadmap for new features this year?,Information
"Hi Support, I requested a refund 5 days ago, where is it? Media also interest.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I am not receiving the password reset email. Human myself well keep five.",I am not receiving the password reset email.,Request
"Hi Support, I cannot log into my account even after resetting the password. Bed point policy ago phone.",I cannot log into my account even after resetting the password.,Request
"Hi Support, How does the team pricing tier work? Someone city turn within.",How does the team pricing tier work?,Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Later price great system figure scene notice.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I requested a refund 5 days ago, where is it? Partner next too.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Learn between hope professor probably number.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, I have been trying to update my payment method but it keeps failing. Home under phone letter effort woman.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Please help me change the email address associated with my account. Learn brother speak heart.",Please help me change the email address associated with my account.,Request
"Hi Support, I am not receiving the password reset email. Training official shake beat.",I am not receiving the password reset email.,Request
"Hi Support, I have been trying to update my payment method but it keeps failing. Industry project support the doctor.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Please help me change the email address associated with my account. Partner choose point gas capital teach pretty.",Please help me change the email address associated with my account.,Request
"Hi Support, I lost my phone and cannot pass the 2FA check. Buy style dog someone student writer.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Mention detail music recently yard magazine.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Relationship son enough address professional writer involve.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Itself natural seat cultural.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Nearly environment building dream without audience guy.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, The application crashes every time I open the settings tab. Body thought culture appear population huge.",The application crashes every time I open the settings tab.,Problem
"Hi Support, Why is my bill higher than the agreed amount? Power same outside.",Why is my bill higher than the agreed amount?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Magazine say cost adult set happy.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. To hit choose the subject.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, How do I install the latest patch on Windows 11? Must live win up blue wind describe.",How do I install the latest patch on Windows 11?,Information
"Hi Support, How do I install the latest patch on Windows 11? Simply itself key attention.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I am not receiving the password reset email. Weight marriage bag fish.",I am not receiving the password reset email.,Request
"Hi Support, I have been trying to update my payment method but it keeps failing. Ask high avoid natural.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I lost my phone and cannot pass the 2FA check. Beat more never its.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, I cannot log into my account even after resetting the password. But movie report sign performance.",I cannot log into my account even after resetting the password.,Request
"Hi Support, Is there a roadmap for new features this year? Important significant draw.",Is there a roadmap for new features this year?,Information
"Hi Support, I cannot log into my account even after resetting the password. Else these pull program direction glass.",I cannot log into my account even after resetting the password.,Request
"Hi Support, How do I install the latest patch on Windows 11? Data must note right.",How do I install the latest patch on Windows 11?,Information
"Hi Support, My profile picture is not updating. Ten democratic effect room customer.",My profile picture is not updating.,Problem
"Hi Support, Is there a roadmap for new features this year? Him line camera support.",Is there a roadmap for new features this year?,Information
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Tv back alone door.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Life avoid country four.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, What are your support operating hours? Hope agreement herself church entire class open.",What are your support operating hours?,Information
"Hi Support, Why is my bill higher than the agreed amount? Push space hand.",Why is my bill higher than the agreed amount?,Information
"Hi Support, The application crashes every time I open the settings tab. Hotel fill lot animal.",The application crashes every time I open the settings tab.,Problem
"Hi Support, How do I install the latest patch on Windows 11? Keep popular along.",How do I install the latest patch on Windows 11?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Main result might.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Learn my all where again successful.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, How do I install the latest patch on Windows 11? Factor fight what right crime stuff.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I would like to request a demo for my team. Few must action.",I would like to request a demo for my team.,Request
"Hi Support, Where is your headquarters located? Laugh fund red voice.",Where is your headquarters located?,Information
"Hi Support, I cannot log into my account even after resetting the password. Company structure cause group class.",I cannot log into my account even after resetting the password.,Request
"Hi Support, Is there a roadmap for new features this year? Official thought about relationship become consumer market.",Is there a roadmap for new features this year?,Information
"Hi Support, My profile picture is not updating. Such large include show.",My profile picture is not updating.,Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Guess attention order center campaign season share.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, I cannot log into my account even after resetting the password. Senior raise agreement budget keep agent their why.",I cannot log into my account even after resetting the password.,Request
"Hi Support, I cannot log into my account even after resetting the password. Option bill ten.",I cannot log into my account even after resetting the password.,Request
"Hi Support, My data hasn't synced to the cloud for 24 hours. Next wide get age.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Its whether pick class left pull news pick.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Where is your headquarters located? Media respond coach.",Where is your headquarters located?,Information
"Hi Support, Where is your headquarters located? Difficult girl forward get.",Where is your headquarters located?,Information
"Hi Support, How do I install the latest patch on Windows 11? Audience ask indeed its area entire.",How do I install the latest patch on Windows 11?,Information
"Hi Support, How do I install the latest patch on Windows 11? Spring water no.",How do I install the latest patch on Windows 11?,Information
"Hi Support, Do you offer a discount for non-profits? On up meet.",Do you offer a discount for non-profits?,Information
"Hi Support, Lock my account immediately, I see transactions I didn't make. Know chance deep person four need.","Lock my account immediately, I see transactions I didn't make.",Problem
"Hi Support, Please help me change the email address associated with my account. Career fire mean mouth.",Please help me change the email address associated with my account.,Request
"Hi Support, The application crashes every time I open the settings tab. Also leg writer.",The application crashes every time I open the settings tab.,Problem
"Hi Support, Please help me change the email address associated with my account. Power throughout his play money red bar.",Please help me change the email address associated with my account.,Request
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Medical state entire conference one.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, I noticed a double charge on my statement for last month. Performance seem while service well boy dinner.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I noticed a double charge on my statement for last month. Between many health civil yourself give technology.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, Is there a roadmap for new features this year? Hospital reduce example well moment candidate on.",Is there a roadmap for new features this year?,Information
"Hi Support, I requested a refund 5 days ago, where is it? Identify believe worker keep feel.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Natural relate computer method cover.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I want to permanently delete my account and data. Guy employee page son create great message.",I want to permanently delete my account and data.,Request
"Hi Support, Where is your headquarters located? Able cause increase than senior.",Where is your headquarters located?,Information
"Hi Support, I have been trying to update my payment method but it keeps failing. Information new yet information technology too.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, My profile picture is not updating. Include than theory training high.",My profile picture is not updating.,Problem
"Hi Support, I want to permanently delete my account and data. Economy improve between few.",I want to permanently delete my account and data.,Request
"Hi Support, Why is my bill higher than the agreed amount? Represent father clearly.",Why is my bill higher than the agreed amount?,Information
"Hi Support, Please help me change the email address associated with my account. Bill my manage could.",Please help me change the email address associated with my account.,Request
"Hi Support, I am not receiving the password reset email. View fine of.",I am not receiving the password reset email.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Budget past author mouth charge.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My profile picture is not updating. Possible forget near voice.",My profile picture is not updating.,Problem
"Hi Support, I would like to request a demo for my team. Sure step film hear buy use wind.",I would like to request a demo for my team.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Billion although term west no area test.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I would like to request a demo for my team. Rock amount build indeed player.",I would like to request a demo for my team.,Request
"Hi Support, My profile picture is not updating. Turn surface wall say throughout add lose.",My profile picture is not updating.,Problem
"Hi Support, I want to permanently delete my account and data. Never watch pass training heart second.",I want to permanently delete my account and data.,Request
"Hi Support, I noticed a double charge on my statement for last month. Use claim notice middle large figure growth.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, The application crashes every time I open the settings tab. Forward half worry perform stage surface pull.",The application crashes every time I open the settings tab.,Problem
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Push work scientist western without rich agreement.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, What are your support operating hours? Wind partner movement us big.",What are your support operating hours?,Information
"Hi Support, Can you send me the invoice for transaction #99283? Represent court well mouth he again position.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, Is there a roadmap for new features this year? Bill generation turn challenge.",Is there a roadmap for new features this year?,Information
"Hi Support, My data hasn't synced to the cloud for 24 hours. Stop machine develop century statement.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Whom move yard across this hand tell.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, My profile picture is not updating. Word from matter prevent.",My profile picture is not updating.,Problem
"Hi Support, I lost my phone and cannot pass the 2FA check. Mouth including within western task practice away.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, How does the team pricing tier work? Anything team idea still third system.",How does the team pricing tier work?,Information
"Hi Support, How does the team pricing tier work? Billion range source hear official power rich himself.",How does the team pricing tier work?,Information
"Hi Support, My data hasn't synced to the cloud for 24 hours. Skill ok agent card television.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Huge degree system detail opportunity action enter central.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, The application crashes every time I open the settings tab. Five fear begin indicate agency pick.",The application crashes every time I open the settings tab.,Problem
"Hi Support, Is there a roadmap for new features this year? Give hotel write occur art.",Is there a roadmap for new features this year?,Information
"Hi Support, Where is your headquarters located? Important every generation.",Where is your headquarters located?,Information
"Hi Support, How do I upgrade to the Enterprise plan? National building expert ball understand art piece.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, My profile picture is not updating. Claim anyone war health speech despite.",My profile picture is not updating.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Rise fill third.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Can you send me the invoice for transaction #99283? Age news debate professional.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, I am not receiving the password reset email. Chair carry glass wonder argue end.",I am not receiving the password reset email.,Request
"Hi Support, I requested a refund 5 days ago, where is it? Area effect forget watch buy.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I want to permanently delete my account and data. Message source almost whole.",I want to permanently delete my account and data.,Request
"Hi Support, I would like to request a demo for my team. Word game draw.",I would like to request a demo for my team.,Request
"Hi Support, I lost my phone and cannot pass the 2FA check. Wind economic performance enough.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, I requested a refund 5 days ago, where is it? Nature ten however early despite economic something goal.","I requested a refund 5 days ago, where is it?",Information
